,index,studyName,eventNum,cast,bottle,datetime,stationID,gridLine,gridStation,lat,lon,percentIrradiance,depth,PO4,SiO4,NO2,NO3,NH4,Nitrite,notes,year,month,second
2203,9884,LMG03-01,489.0,56.0,18.0,2003-01-21 19:18:00,300.400,300.066,40.208,-66.89115,-68.92126999999999,10.0,23.8,1.45,64.34,0.11599999999999999,22.94,1.645,23.05,,2003,1,0
2204,9885,LMG03-01,489.0,56.0,20.0,2003-01-21 19:18:00,300.400,300.066,40.208,-66.89115,-68.92126999999999,25.0,11.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,,2003,1,0
2205,9886,LMG03-01,489.0,56.0,22.0,2003-01-21 19:18:00,300.400,300.066,40.208,-66.89115,-68.92126999999999,50.0,6.1,1.41,63.9,0.126,22.49,1.578,22.62,,2003,1,0
2206,9887,LMG03-01,489.0,56.0,24.0,2003-01-21 19:18:00,300.400,300.066,40.208,-66.89115,-68.92126999999999,100.0,1.0,1.42,63.85,0.179,22.49,1.3659999999999999,22.66,,2003,1,0
2207,9888,LMG03-01,491.0,57.0,2.0,2003-01-21 21:30:00,300.600,300.072,60.010,-66.76309,-69.2397,-999.0,196.8,2.05,100.0,0.019,33.27,0.052000000000000005,33.29,,2003,1,0
2208,9889,LMG03-01,491.0,57.0,4.0,2003-01-21 21:30:00,300.600,300.072,60.010,-66.76309,-69.2397,-999.0,147.0,2.03,95.39,0.0,32.79,0.003,32.79,,2003,1,0
2209,9890,LMG03-01,491.0,57.0,6.0,2003-01-21 21:30:00,300.600,300.072,60.010,-66.76309,-69.2397,-999.0,123.4,1.97,88.85,0.003,32.32,0.005,32.32,,2003,1,0
2210,9891,LMG03-01,491.0,57.0,8.0,2003-01-21 21:30:00,300.600,300.072,60.010,-66.76309,-69.2397,-999.0,98.5,1.92,82.3,0.023,31.33,0.009000000000000001,31.35,,2003,1,0
2211,9892,LMG03-01,491.0,57.0,10.0,2003-01-21 21:30:00,300.600,300.072,60.010,-66.76309,-69.2397,0.5,77.6,1.78,75.41,0.133,29.92,0.018000000000000002,30.05,,2003,1,0
2212,9893,LMG03-01,491.0,57.0,12.0,2003-01-21 21:30:00,300.600,300.072,60.010,-66.76309,-69.2397,1.0,64.0,1.74,73.88,0.14800000000000002,29.12,0.11699999999999999,29.27,,2003,1,0
2213,9894,LMG03-01,491.0,57.0,14.0,2003-01-21 21:30:00,300.600,300.072,60.010,-66.76309,-69.2397,-999.0,46.8,1.55,66.28,0.105,25.91,0.626,26.02,,2003,1,0
2214,9895,LMG03-01,491.0,57.0,16.0,2003-01-21 21:30:00,300.600,300.072,60.010,-66.76309,-69.2397,5.0,38.6,1.41,59.41,0.11800000000000001,23.65,1.146,23.77,,2003,1,0
2215,9896,LMG03-01,491.0,57.0,18.0,2003-01-21 21:30:00,300.600,300.072,60.010,-66.76309,-69.2397,10.0,20.8,1.41,58.4,0.124,23.19,1.449,23.32,,2003,1,0
2216,9897,LMG03-01,491.0,57.0,20.0,2003-01-21 21:30:00,300.600,300.072,60.010,-66.76309,-69.2397,25.0,8.7,1.4,57.77,0.16699999999999998,23.31,1.3559999999999999,23.48,,2003,1,0
2217,9898,LMG03-01,491.0,57.0,22.0,2003-01-21 21:30:00,300.600,300.072,60.010,-66.76309,-69.2397,50.0,4.8,1.4,57.15,0.201,23.31,1.376,23.51,,2003,1,0
2218,9899,LMG03-01,491.0,57.0,24.0,2003-01-21 21:30:00,300.600,300.072,60.010,-66.76309,-69.2397,100.0,1.7,1.39,57.1,0.201,23.33,1.395,23.53,,2003,1,0
2219,9900,LMG03-01,510.0,58.0,2.0,2003-01-22 09:43:00,300.800,300.123,80.683,-66.63441999999999,-69.55481999999999,-999.0,401.7,2.03,109.55,0.027999999999999997,32.33,0.057,32.36,,2003,1,0
2220,9901,LMG03-01,510.0,58.0,4.0,2003-01-22 09:43:00,300.800,300.123,80.683,-66.63441999999999,-69.55481999999999,-999.0,296.5,2.02,103.13,0.005,32.49,0.046,32.49,,2003,1,0
2221,9902,LMG03-01,510.0,58.0,6.0,2003-01-22 09:43:00,300.800,300.123,80.683,-66.63441999999999,-69.55481999999999,-999.0,196.7,2.06,98.03,0.006,33.14,0.0,33.15,,2003,1,0
2222,9903,LMG03-01,510.0,58.0,8.0,2003-01-22 09:43:00,300.800,300.123,80.683,-66.63441999999999,-69.55481999999999,-999.0,148.6,2.1,95.83,0.009000000000000001,33.2,0.016,33.21,,2003,1,0
2223,9904,LMG03-01,510.0,58.0,10.0,2003-01-22 09:43:00,300.800,300.123,80.683,-66.63441999999999,-69.55481999999999,-999.0,98.7,1.97,86.46,0.02,31.69,0.028999999999999998,31.71,,2003,1,0
2224,9905,LMG03-01,510.0,58.0,12.0,2003-01-22 09:43:00,300.800,300.123,80.683,-66.63441999999999,-69.55481999999999,0.5,80.3,1.88,79.6,0.057,30.34,0.040999999999999995,30.4,,2003,1,0
2225,9906,LMG03-01,510.0,58.0,14.0,2003-01-22 09:43:00,300.800,300.123,80.683,-66.63441999999999,-69.55481999999999,1.0,66.2,1.8,76.02,0.156,29.47,0.057,29.63,,2003,1,0
2226,9907,LMG03-01,510.0,58.0,16.0,2003-01-22 09:43:00,300.800,300.123,80.683,-66.63441999999999,-69.55481999999999,5.0,41.0,1.71,72.47,0.134,27.73,0.355,27.86,,2003,1,0
2227,9908,LMG03-01,510.0,58.0,18.0,2003-01-22 09:43:00,300.800,300.123,80.683,-66.63441999999999,-69.55481999999999,10.0,27.5,1.47,57.8,0.125,23.8,1.219,23.93,,2003,1,0
2228,9909,LMG03-01,510.0,58.0,20.0,2003-01-22 09:43:00,300.800,300.123,80.683,-66.63441999999999,-69.55481999999999,25.0,13.5,1.45,54.87,0.135,23.46,1.413,23.6,,2003,1,0
2229,9910,LMG03-01,510.0,58.0,22.0,2003-01-22 09:43:00,300.800,300.123,80.683,-66.63441999999999,-69.55481999999999,50.0,4.9,1.48,54.76,0.19699999999999998,23.45,1.3459999999999999,23.64,,2003,1,0
2230,9911,LMG03-01,510.0,58.0,24.0,2003-01-22 09:43:00,300.800,300.123,80.683,-66.63441999999999,-69.55481999999999,100.0,0.8,1.46,54.67,0.204,23.51,1.32,23.71,,2003,1,0
2231,9912,LMG03-01,515.0,59.0,2.0,2003-01-22 11:52:00,300.100,300.085,99.929,-66.50514,-69.86668,-999.0,470.3,1.94,108.17,0.013999999999999999,31.96,0.046,31.97,,2003,1,0
2232,9913,LMG03-01,515.0,59.0,4.0,2003-01-22 11:52:00,300.100,300.085,99.929,-66.50514,-69.86668,-999.0,396.4,1.97,101.86,0.001,31.85,0.077,31.85,,2003,1,0
2233,9914,LMG03-01,515.0,59.0,6.0,2003-01-22 11:52:00,300.100,300.085,99.929,-66.50514,-69.86668,-999.0,295.7,1.95,94.16,0.0,32.32,0.016,32.32,,2003,1,0
2234,9915,LMG03-01,515.0,59.0,8.0,2003-01-22 11:52:00,300.100,300.085,99.929,-66.50514,-69.86668,-999.0,197.3,2.06,97.9,0.0,33.6,0.037000000000000005,33.6,,2003,1,0
2235,9916,LMG03-01,515.0,59.0,10.0,2003-01-22 11:52:00,300.100,300.085,99.929,-66.50514,-69.86668,-999.0,98.5,1.9,84.04,0.013999999999999999,31.42,0.062,31.43,,2003,1,0
2236,9917,LMG03-01,515.0,59.0,12.0,2003-01-22 11:52:00,300.100,300.085,99.929,-66.50514,-69.86668,0.5,76.4,1.82,76.99,0.08199999999999999,30.28,0.08900000000000001,30.36,,2003,1,0
2237,9918,LMG03-01,515.0,59.0,14.0,2003-01-22 11:52:00,300.100,300.085,99.929,-66.50514,-69.86668,1.0,62.4,1.72,74.12,0.127,28.96,0.149,29.09,,2003,1,0
2238,9919,LMG03-01,515.0,59.0,16.0,2003-01-22 11:52:00,300.100,300.085,99.929,-66.50514,-69.86668,5.0,35.8,1.44,63.2,0.114,24.04,0.764,24.15,,2003,1,0
2239,9920,LMG03-01,515.0,59.0,18.0,2003-01-22 11:52:00,300.100,300.085,99.929,-66.50514,-69.86668,10.0,26.9,1.39,58.59,0.125,22.35,1.7169999999999999,22.48,,2003,1,0
2240,9921,LMG03-01,515.0,59.0,20.0,2003-01-22 11:52:00,300.100,300.085,99.929,-66.50514,-69.86668,25.0,12.0,1.38,56.78,0.154,22.75,1.3519999999999999,22.9,,2003,1,0
2241,9922,LMG03-01,515.0,59.0,22.0,2003-01-22 11:52:00,300.100,300.085,99.929,-66.50514,-69.86668,50.0,4.7,1.38,55.65,0.17600000000000002,23.02,1.229,23.2,,2003,1,0
2242,9923,LMG03-01,515.0,59.0,24.0,2003-01-22 11:52:00,300.100,300.085,99.929,-66.50514,-69.86668,100.0,0.8,1.41,55.34,0.183,23.18,1.195,23.37,,2003,1,0
2243,9924,LMG03-01,525.0,60.0,2.0,2003-01-22 16:19:00,300.120,299.952,119.693,-66.37528,-70.1753,-999.0,457.1,1.96,110.67,0.006999999999999999,32.0,0.028999999999999998,32.01,,2003,1,0
2244,9925,LMG03-01,525.0,60.0,4.0,2003-01-22 16:19:00,300.120,299.952,119.693,-66.37528,-70.1753,-999.0,395.0,1.99,106.2,0.003,32.52,0.024,32.52,,2003,1,0
2245,9926,LMG03-01,525.0,60.0,6.0,2003-01-22 16:19:00,300.120,299.952,119.693,-66.37528,-70.1753,-999.0,297.2,1.97,97.68,0.002,32.49,0.027999999999999997,32.49,,2003,1,0
2246,9927,LMG03-01,525.0,60.0,8.0,2003-01-22 16:19:00,300.120,299.952,119.693,-66.37528,-70.1753,-999.0,197.9,2.03,93.51,0.002,33.37,0.0,33.37,,2003,1,0
2247,9928,LMG03-01,525.0,60.0,10.0,2003-01-22 16:19:00,300.120,299.952,119.693,-66.37528,-70.1753,-999.0,99.0,1.91,88.19,0.011000000000000001,31.34,0.045,31.35,,2003,1,0
2248,9929,LMG03-01,525.0,60.0,12.0,2003-01-22 16:19:00,300.120,299.952,119.693,-66.37528,-70.1753,0.5,70.0,1.8,73.74,0.10099999999999999,29.97,0.113,30.07,,2003,1,0
2249,9930,LMG03-01,525.0,60.0,14.0,2003-01-22 16:19:00,300.120,299.952,119.693,-66.37528,-70.1753,1.0,59.6,1.75,69.41,0.11199999999999999,29.15,0.196,29.26,,2003,1,0
2250,9931,LMG03-01,525.0,60.0,16.0,2003-01-22 16:19:00,300.120,299.952,119.693,-66.37528,-70.1753,5.0,39.5,1.53,59.9,0.109,25.82,0.516,25.93,,2003,1,0
2251,9932,LMG03-01,525.0,60.0,18.0,2003-01-22 16:19:00,300.120,299.952,119.693,-66.37528,-70.1753,10.0,30.2,1.47,52.1,0.125,24.98,0.586,25.11,,2003,1,0
2252,9933,LMG03-01,525.0,60.0,20.0,2003-01-22 16:19:00,300.120,299.952,119.693,-66.37528,-70.1753,25.0,18.4,1.46,47.7,0.147,24.71,0.7120000000000001,24.86,,2003,1,0
2253,9934,LMG03-01,525.0,60.0,22.0,2003-01-22 16:19:00,300.120,299.952,119.693,-66.37528,-70.1753,50.0,9.5,1.44,47.76,0.165,24.7,0.728,24.86,,2003,1,0
2254,9935,LMG03-01,525.0,60.0,24.0,2003-01-22 16:19:00,300.120,299.952,119.693,-66.37528,-70.1753,100.0,1.1,1.42,48.55,0.183,24.51,0.624,24.7,,2003,1,0
2255,9936,LMG03-01,534.0,61.0,2.0,2003-01-22 21:09:00,300.140,300.003,140.011,-66.24483000000001,-70.48074,-999.0,493.1,1.94,110.51,0.018000000000000002,31.69,0.038,31.7,,2003,1,0
2256,9937,LMG03-01,534.0,61.0,4.0,2003-01-22 21:09:00,300.140,300.003,140.011,-66.24483000000001,-70.48074,-999.0,395.7,2.0,107.45,0.018000000000000002,32.24,0.028999999999999998,32.26,,2003,1,0
2257,9938,LMG03-01,534.0,61.0,6.0,2003-01-22 21:09:00,300.140,300.003,140.011,-66.24483000000001,-70.48074,-999.0,297.1,2.0,98.38,0.019,32.41,0.044000000000000004,32.43,,2003,1,0
2258,9939,LMG03-01,534.0,61.0,8.0,2003-01-22 21:09:00,300.140,300.003,140.011,-66.24483000000001,-70.48074,-999.0,198.6,2.07,97.4,0.019,33.4,0.03,33.42,,2003,1,0
2259,9940,LMG03-01,534.0,61.0,10.0,2003-01-22 21:09:00,300.140,300.003,140.011,-66.24483000000001,-70.48074,-999.0,99.5,1.94,86.07,0.026000000000000002,31.53,0.037000000000000005,31.55,,2003,1,0
2260,9941,LMG03-01,534.0,61.0,12.0,2003-01-22 21:09:00,300.140,300.003,140.011,-66.24483000000001,-70.48074,0.5,87.6,1.9,84.7,0.033,30.98,0.009000000000000001,31.01,,2003,1,0
2261,9942,LMG03-01,534.0,61.0,14.0,2003-01-22 21:09:00,300.140,300.003,140.011,-66.24483000000001,-70.48074,1.0,71.3,1.83,80.97,0.086,30.08,0.0,30.17,,2003,1,0
2262,9943,LMG03-01,534.0,61.0,16.0,2003-01-22 21:09:00,300.140,300.003,140.011,-66.24483000000001,-70.48074,5.0,45.1,1.65,71.37,0.131,27.23,0.337,27.36,,2003,1,0
2263,9944,LMG03-01,534.0,61.0,18.0,2003-01-22 21:09:00,300.140,300.003,140.011,-66.24483000000001,-70.48074,10.0,34.1,1.47,57.17,0.11599999999999999,24.96,0.551,25.07,,2003,1,0
2264,9945,LMG03-01,534.0,61.0,20.0,2003-01-22 21:09:00,300.140,300.003,140.011,-66.24483000000001,-70.48074,25.0,20.7,1.41,51.27,0.136,24.01,0.64,24.14,,2003,1,0
2265,9946,LMG03-01,534.0,61.0,22.0,2003-01-22 21:09:00,300.140,300.003,140.011,-66.24483000000001,-70.48074,50.0,9.2,1.45,47.12,0.18899999999999997,25.07,0.47700000000000004,25.26,,2003,1,0
2266,9947,LMG03-01,534.0,61.0,24.0,2003-01-22 21:09:00,300.140,300.003,140.011,-66.24483000000001,-70.48074,100.0,1.3,1.44,46.65,0.223,25.21,0.363,25.44,,2003,1,0
2267,9948,LMG03-01,548.0,62.0,2.0,2003-01-23 10:27:00,300.160,300.078,159.863,-66.11381999999999,-70.78303000000001,-999.0,484.0,2.0,103.59,0.016,31.99,0.031,32.01,,2003,1,0
2268,9949,LMG03-01,548.0,62.0,4.0,2003-01-23 10:27:00,300.160,300.078,159.863,-66.11381999999999,-70.78303000000001,-999.0,394.7,2.01,96.01,0.005,32.39,0.013000000000000001,32.39,,2003,1,0
2269,9950,LMG03-01,548.0,62.0,6.0,2003-01-23 10:27:00,300.160,300.078,159.863,-66.11381999999999,-70.78303000000001,-999.0,296.7,2.01,87.59,0.0,32.61,0.034,32.61,,2003,1,0
2270,9951,LMG03-01,548.0,62.0,8.0,2003-01-23 10:27:00,300.160,300.078,159.863,-66.11381999999999,-70.78303000000001,-999.0,198.0,2.08,92.92,0.002,33.39,0.011000000000000001,33.39,,2003,1,0
2271,9952,LMG03-01,548.0,62.0,10.0,2003-01-23 10:27:00,300.160,300.078,159.863,-66.11381999999999,-70.78303000000001,-999.0,98.7,1.93,88.23,0.016,31.18,0.01,31.2,,2003,1,0
2272,9953,LMG03-01,548.0,62.0,12.0,2003-01-23 10:27:00,300.160,300.078,159.863,-66.11381999999999,-70.78303000000001,0.5,81.7,1.92,89.82,0.044000000000000004,30.93,0.03,30.98,,2003,1,0
2273,9954,LMG03-01,548.0,62.0,14.0,2003-01-23 10:27:00,300.160,300.078,159.863,-66.11381999999999,-70.78303000000001,1.0,61.7,1.79,82.22,0.18600000000000003,29.1,0.11800000000000001,29.29,,2003,1,0
2274,9955,LMG03-01,548.0,62.0,16.0,2003-01-23 10:27:00,300.160,300.078,159.863,-66.11381999999999,-70.78303000000001,5.0,38.2,1.47,53.61,0.11900000000000001,24.66,0.513,24.78,,2003,1,0
2275,9956,LMG03-01,548.0,62.0,18.0,2003-01-23 10:27:00,300.160,300.078,159.863,-66.11381999999999,-70.78303000000001,10.0,28.2,1.46,51.56,0.138,24.16,0.604,24.3,,2003,1,0
2276,9957,LMG03-01,548.0,62.0,20.0,2003-01-23 10:27:00,300.160,300.078,159.863,-66.11381999999999,-70.78303000000001,25.0,9.7,1.49,48.64,0.24,25.3,0.5579999999999999,25.54,,2003,1,0
2277,9958,LMG03-01,548.0,62.0,22.0,2003-01-23 10:27:00,300.160,300.078,159.863,-66.11381999999999,-70.78303000000001,50.0,4.5,1.49,48.57,0.233,25.38,0.512,25.61,,2003,1,0
2278,9959,LMG03-01,548.0,62.0,24.0,2003-01-23 10:27:00,300.160,300.078,159.863,-66.11381999999999,-70.78303000000001,100.0,1.4,1.49,48.61,0.17600000000000002,25.41,0.513,25.58,,2003,1,0
2279,9960,LMG03-01,555.0,64.0,2.0,2003-01-23 14:31:00,300.180,300.702,179.710,-65.98225,-71.0822,-999.0,2968.3,1.99,135.66,0.006999999999999999,32.18,0.032,32.19,,2003,1,0
2280,9961,LMG03-01,555.0,64.0,4.0,2003-01-23 14:31:00,300.180,300.702,179.710,-65.98225,-71.0822,-999.0,1971.9,1.98,127.08,0.009000000000000001,31.92,0.016,31.93,,2003,1,0
2281,9962,LMG03-01,555.0,64.0,6.0,2003-01-23 14:31:00,300.180,300.702,179.710,-65.98225,-71.0822,-999.0,991.0,1.94,102.46,0.009000000000000001,31.37,0.0,31.38,,2003,1,0
2282,9963,LMG03-01,555.0,64.0,8.0,2003-01-23 14:31:00,300.180,300.702,179.710,-65.98225,-71.0822,-999.0,495.2,1.99,88.23,0.009000000000000001,32.1,0.046,32.11,,2003,1,0
2283,9964,LMG03-01,555.0,64.0,10.0,2003-01-23 14:31:00,300.180,300.702,179.710,-65.98225,-71.0822,-999.0,249.7,2.05,80.27,0.011000000000000001,33.65,0.001,33.66,,2003,1,0
2284,9965,LMG03-01,555.0,64.0,12.0,2003-01-23 14:31:00,300.180,300.702,179.710,-65.98225,-71.0822,0.5,97.0,1.88,61.03,0.14300000000000002,30.47,0.013000000000000001,30.61,,2003,1,0
2285,9966,LMG03-01,555.0,64.0,14.0,2003-01-23 14:31:00,300.180,300.702,179.710,-65.98225,-71.0822,1.0,79.2,1.82,58.17,0.168,29.56,0.10400000000000001,29.73,,2003,1,0
2286,9967,LMG03-01,555.0,64.0,16.0,2003-01-23 14:31:00,300.180,300.702,179.710,-65.98225,-71.0822,5.0,49.7,1.58,46.3,0.136,26.53,0.361,26.66,,2003,1,0
2287,9968,LMG03-01,555.0,64.0,18.0,2003-01-23 14:31:00,300.180,300.702,179.710,-65.98225,-71.0822,10.0,37.2,1.51,43.25,0.183,25.64,0.409,25.83,,2003,1,0
2288,9969,LMG03-01,555.0,64.0,20.0,2003-01-23 14:31:00,300.180,300.702,179.710,-65.98225,-71.0822,25.0,16.1,1.51,40.3,0.23,25.33,0.369,25.56,,2003,1,0
2289,9970,LMG03-01,555.0,64.0,22.0,2003-01-23 14:31:00,300.180,300.702,179.710,-65.98225,-71.0822,50.0,4.3,1.48,40.41,0.225,25.47,0.381,25.7,,2003,1,0
2290,9971,LMG03-01,555.0,64.0,24.0,2003-01-23 14:31:00,300.180,300.702,179.710,-65.98225,-71.0822,100.0,1.5,1.48,40.21,0.23,25.4,0.379,25.63,,2003,1,0
2291,9972,LMG03-01,565.0,66.0,2.0,2003-01-23 21:09:00,300.200,301.029,201.565,-65.85014,-71.3783,-999.0,3046.1,1.96,140.54,0.008,31.91,0.024,31.92,,2003,1,0
2292,9973,LMG03-01,565.0,66.0,4.0,2003-01-23 21:09:00,300.200,301.029,201.565,-65.85014,-71.3783,-999.0,1970.4,1.93,122.94,0.001,31.48,0.0,31.48,,2003,1,0
2293,9974,LMG03-01,565.0,66.0,6.0,2003-01-23 21:09:00,300.200,301.029,201.565,-65.85014,-71.3783,-999.0,987.1,1.89,98.81,0.0,30.89,0.025,30.89,,2003,1,0
2294,9975,LMG03-01,565.0,66.0,8.0,2003-01-23 21:09:00,300.200,301.029,201.565,-65.85014,-71.3783,-999.0,493.6,1.94,84.61,0.001,31.61,0.001,31.61,,2003,1,0
2295,9976,LMG03-01,565.0,66.0,10.0,2003-01-23 21:09:00,300.200,301.029,201.565,-65.85014,-71.3783,-999.0,248.0,2.06,76.74,0.002,33.18,0.03,33.18,,2003,1,0
2296,9977,LMG03-01,565.0,66.0,12.0,2003-01-23 21:09:00,300.200,301.029,201.565,-65.85014,-71.3783,0.5,102.5,1.92,56.1,0.03,31.5,0.069,31.53,,2003,1,0
2297,9978,LMG03-01,565.0,66.0,14.0,2003-01-23 21:09:00,300.200,301.029,201.565,-65.85014,-71.3783,1.0,84.4,1.81,53.92,0.174,29.86,0.07200000000000001,30.04,,2003,1,0
2298,9979,LMG03-01,565.0,66.0,16.0,2003-01-23 21:09:00,300.200,301.029,201.565,-65.85014,-71.3783,5.0,55.9,1.67,44.17,0.12300000000000001,27.55,0.298,27.68,,2003,1,0
2299,9980,LMG03-01,565.0,66.0,18.0,2003-01-23 21:09:00,300.200,301.029,201.565,-65.85014,-71.3783,10.0,43.2,1.56,40.48,0.107,26.46,0.314,26.57,,2003,1,0
2300,9981,LMG03-01,565.0,66.0,20.0,2003-01-23 21:09:00,300.200,301.029,201.565,-65.85014,-71.3783,25.0,16.3,1.51,34.15,0.21600000000000003,25.34,0.47700000000000004,25.56,,2003,1,0
2301,9982,LMG03-01,565.0,66.0,22.0,2003-01-23 21:09:00,300.200,301.029,201.565,-65.85014,-71.3783,50.0,3.4,1.51,34.16,0.217,25.38,0.498,25.59,,2003,1,0
2302,9983,LMG03-01,565.0,66.0,24.0,2003-01-23 21:09:00,300.200,301.029,201.565,-65.85014,-71.3783,100.0,0.6,1.5,34.32,0.214,25.22,0.478,25.44,,2003,1,0
2303,9984,LMG03-01,572.0,67.0,2.0,2003-01-24 22:49:00,notFound,199.991,-19.975,-67.90133,-69.617,-999.0,148.6,1.96,91.51,0.07200000000000001,31.76,0.11,31.83,,2003,1,0
2304,9985,LMG03-01,572.0,67.0,4.0,2003-01-24 22:49:00,notFound,199.991,-19.975,-67.90133,-69.617,-999.0,138.8,1.94,88.05,0.092,31.19,0.11800000000000001,31.28,,2003,1,0
2305,9986,LMG03-01,572.0,67.0,6.0,2003-01-24 22:49:00,notFound,199.991,-19.975,-67.90133,-69.617,-999.0,118.1,1.84,79.69,0.14800000000000002,29.75,0.102,29.89,,2003,1,0
2306,9987,LMG03-01,572.0,67.0,8.0,2003-01-24 22:49:00,notFound,199.991,-19.975,-67.90133,-69.617,-999.0,99.1,1.77,77.38,0.114,28.6,0.522,28.71,,2003,1,0
2307,9988,LMG03-01,572.0,67.0,10.0,2003-01-24 22:49:00,notFound,199.991,-19.975,-67.90133,-69.617,-999.0,79.8,1.71,75.43,0.08199999999999999,27.58,0.851,27.67,,2003,1,0
2308,9989,LMG03-01,572.0,67.0,12.0,2003-01-24 22:49:00,notFound,199.991,-19.975,-67.90133,-69.617,0.5,49.4,1.35,75.29,0.059000000000000004,22.49,0.62,22.54,,2003,1,0
2309,9990,LMG03-01,572.0,67.0,14.0,2003-01-24 22:49:00,notFound,199.991,-19.975,-67.90133,-69.617,1.0,41.4,1.35,75.01,0.061,22.62,0.698,22.68,,2003,1,0
2310,9991,LMG03-01,572.0,67.0,16.0,2003-01-24 22:49:00,notFound,199.991,-19.975,-67.90133,-69.617,5.0,23.6,1.34,75.08,0.059000000000000004,22.51,0.637,22.57,,2003,1,0
2311,9992,LMG03-01,572.0,67.0,18.0,2003-01-24 22:49:00,notFound,199.991,-19.975,-67.90133,-69.617,10.0,18.7,1.33,74.95,0.059000000000000004,22.49,0.638,22.55,,2003,1,0
2312,9993,LMG03-01,572.0,67.0,20.0,2003-01-24 22:49:00,notFound,199.991,-19.975,-67.90133,-69.617,25.0,11.0,1.31,75.07,0.057999999999999996,22.39,0.594,22.45,,2003,1,0
2313,9994,LMG03-01,572.0,67.0,22.0,2003-01-24 22:49:00,notFound,199.991,-19.975,-67.90133,-69.617,50.0,4.4,1.3,75.26,0.059000000000000004,22.34,0.569,22.4,,2003,1,0
2314,9995,LMG03-01,572.0,67.0,24.0,2003-01-24 22:49:00,notFound,199.991,-19.975,-67.90133,-69.617,100.0,1.2,1.29,75.26,0.057,22.42,0.555,22.48,,2003,1,0
2315,9996,LMG03-01,585.0,71.0,2.0,2003-01-26 15:42:00,notFound,199.994,-60.011,-68.15867,-68.94933,-999.0,238.3,2.12,108.36,0.004,33.87,0.022000000000000002,33.87,,2003,1,0
2316,9997,LMG03-01,585.0,71.0,4.0,2003-01-26 15:42:00,notFound,199.994,-60.011,-68.15867,-68.94933,-999.0,199.0,2.15,104.46,0.040999999999999995,33.57,0.055,33.61,,2003,1,0
2317,9998,LMG03-01,585.0,71.0,6.0,2003-01-26 15:42:00,notFound,199.994,-60.011,-68.15867,-68.94933,-999.0,172.6,2.12,101.12,0.078,33.16,0.049,33.23,,2003,1,0
2318,9999,LMG03-01,585.0,71.0,8.0,2003-01-26 15:42:00,notFound,199.994,-60.011,-68.15867,-68.94933,-999.0,149.3,2.08,97.9,0.09699999999999999,32.83,0.114,32.93,,2003,1,0
2319,10000,LMG03-01,585.0,71.0,10.0,2003-01-26 15:42:00,notFound,199.994,-60.011,-68.15867,-68.94933,-999.0,98.7,1.84,80.24,0.166,29.5,0.5,29.66,,2003,1,0
2320,10001,LMG03-01,585.0,71.0,12.0,2003-01-26 15:42:00,notFound,199.994,-60.011,-68.15867,-68.94933,0.5,62.0,1.8,79.96,0.149,28.98,0.679,29.13,,2003,1,0
2321,10002,LMG03-01,585.0,71.0,14.0,2003-01-26 15:42:00,notFound,199.994,-60.011,-68.15867,-68.94933,1.0,35.7,1.48,76.96,0.107,24.33,0.8740000000000001,24.44,,2003,1,0
2322,10003,LMG03-01,585.0,71.0,16.0,2003-01-26 15:42:00,notFound,199.994,-60.011,-68.15867,-68.94933,5.0,26.2,1.29,75.65,0.10099999999999999,21.99,0.7020000000000001,22.09,,2003,1,0
2323,10004,LMG03-01,585.0,71.0,18.0,2003-01-26 15:42:00,notFound,199.994,-60.011,-68.15867,-68.94933,10.0,16.8,1.14,74.45,0.10300000000000001,19.92,0.7959999999999999,20.03,,2003,1,0
2324,10005,LMG03-01,585.0,71.0,20.0,2003-01-26 15:42:00,notFound,199.994,-60.011,-68.15867,-68.94933,25.0,10.5,1.1,74.22,0.105,19.58,0.843,19.69,,2003,1,0
2325,10006,LMG03-01,585.0,71.0,22.0,2003-01-26 15:42:00,notFound,199.994,-60.011,-68.15867,-68.94933,50.0,4.6,1.07,73.9,0.106,19.14,0.871,19.25,,2003,1,0
2326,10007,LMG03-01,585.0,71.0,24.0,2003-01-26 15:42:00,notFound,199.994,-60.011,-68.15867,-68.94933,100.0,0.7,1.04,73.56,0.114,18.74,0.9,18.86,,2003,1,0
2327,10008,LMG03-01,593.0,72.0,2.0,2003-01-26 19:35:00,notFound,200.076,-40.049,-68.03017,-69.28267,-999.0,371.2,2.06,107.2,-999.0,-999.0,0.012,32.82,,2003,1,0
2328,10009,LMG03-01,593.0,72.0,4.0,2003-01-26 19:35:00,notFound,200.076,-40.049,-68.03017,-69.28267,-999.0,297.5,2.08,104.77,-999.0,-999.0,0.016,33.17,,2003,1,0
2329,10010,LMG03-01,593.0,72.0,6.0,2003-01-26 19:35:00,notFound,200.076,-40.049,-68.03017,-69.28267,-999.0,198.2,2.1,102.13,-999.0,-999.0,0.038,33.2,,2003,1,0
2330,10011,LMG03-01,593.0,72.0,8.0,2003-01-26 19:35:00,notFound,200.076,-40.049,-68.03017,-69.28267,-999.0,99.5,1.81,78.5,-999.0,-999.0,0.499,29.3,,2003,1,0
2331,10012,LMG03-01,593.0,72.0,10.0,2003-01-26 19:35:00,notFound,200.076,-40.049,-68.03017,-69.28267,-999.0,73.9,1.65,75.6,-999.0,-999.0,0.787,26.86,,2003,1,0
